,year,country,contcod,mean,region,gdpppp,pop,expgdp,xpo,mpo,gdp,openness,dfigdp,er,inf,nint,rint,democr2,m2gdp,kopen,expk,impk,rgdpch,open_ppp,share1,share2,share3,share4,share5,share6,share7,share8,share9,share10
524,1981,Bolivia,BOL,,3.0,2797.0,5.46483,,1005.0,1148.0,2880.0,0.7475694417953491,5.170138835906982,,,,,0.0,,0.3364323377609253,4722454407.0,5648670803.0,3020.530517578125,0.12380266189575195,,,,,,,,,,
525,1982,Bolivia,BOL,,3.0,2622.0,5.56981,,910.0,718.0,2983.33349609375,0.5456982851028442,2.051396608352661,,,,,0.0,,0.27829331159591675,4102784277.0,4224883349.0,2871.56787109375,0.10259539633989334,,,,,,,,,,
526,1983,Bolivia,BOL,,3.0,2468.0,5.67326,,858.0,741.0,2672.340576171875,0.5983518958091736,0.4864649474620819,,,,,8.0,,0.27528321743011475,4180914477.0,3669034848.0,2684.0146484375,0.10158117860555649,,,,,,,,,,
527,1984,Bolivia,BOL,,3.0,2430.0,5.78048,,818.0,666.0,2709.522705078125,0.5476979613304138,0.47978928685188293,,,,,8.0,,0.2631324231624603,3927321132.0,3616324861.0,2649.868408203125,0.09704140573740005,,,,,,,,,,
528,1985,Bolivia,BOL,,3.0,2342.0,5.895,0.009999999776482582,720.0,709.0,3122.734130859375,0.4576117992401123,0.608441174030304,0.4399999976158142,11750.0,68.75,-98.5759506225586,9.0,0.20909707248210907,0.25597676634788513,3191259709.0,3990811557.0,2542.482666015625,0.09442170709371567,,,,,,,,,,
529,1986,Bolivia,BOL,,3.0,2236.0,6.01633,0.1599999964237213,667.0,842.0,3959.37939453125,0.38112032413482666,0.5051296949386597,1.9220000505447388,276.29998779296875,33.38999938964844,-64.55221557617188,9.0,0.10735975950956345,0.36438214778900146,3801827766.0,5997620731.0,2385.362060546875,0.13454873859882355,,,,,,,,,,
530,1987,Bolivia,BOL,,3.0,2243.0,6.14445,0.15000000596046448,650.0,916.0,4347.95703125,0.3601691424846649,1.5593531131744385,2.055000066757202,14.600000381469727,30.350000381469727,13.743459701538086,9.0,0.17638397216796875,0.36005699634552,3843832690.0,6033505553.0,2381.846923828125,0.13298633694648743,,,,,,,,,,
531,1988,Bolivia,BOL,1139.0,3.0,2259.0,6.279850000000001,0.18000000715255737,671.0,846.0,4597.615234375,0.329953670501709,-0.2196791172027588,2.3499999046325684,16.0,27.739999771118164,10.120689392089844,9.0,0.18761809170246124,0.37670084834098816,4101712546.0,6450112000.0,2381.4052734375,0.13903012871742249,0.17998243868350983,0.3011413514614105,0.38981562852859497,0.4846356511116028,0.5917471647262573,0.7146619558334351,0.8665496110916138,1.1334503889083862,1.5978928804397583,3.7436347007751465
532,1989,Bolivia,BOL,,3.0,2292.0,6.42273,0.1899999976158142,867.0,1028.0,4715.97509765625,0.4018256962299347,-0.5173903107643127,2.691999912261963,15.199999809265137,23.670000076293945,7.35243558883667,9.0,0.19510209560394287,0.39786988496780396,5111131336.0,6471874201.0,2417.855712890625,0.14697220921516418,,,,,,,,,,
533,1990,Bolivia,BOL,,3.0,2344.0,6.573,0.20000000298023224,977.0,1086.0,4867.58251953125,0.42382434010505676,0.5587989687919617,3.1730000972747803,17.100000381469727,23.829999923706055,5.747222900390625,9.0,0.24501387774944305,0.4252273142337799,5676852151.0,7133706365.0,2445.984619140625,0.1570054292678833,,,,,,,,,,
534,1991,Bolivia,BOL,,3.0,2409.0,6.733,0.20999999344348907,917.0,1115.0,5343.25927734375,0.38029223680496216,0.9731887578964233,3.5810000896453857,21.399999618530273,23.780000686645508,1.960456371307373,9.0,0.2976657748222351,0.45158204436302185,6090910600.0,8031790198.0,2480.5576171875,0.1666187196969986,,,,,,,,,,
535,1992,Bolivia,BOL,,3.0,2390.0,6.897,0.23999999463558197,773.0,1352.0,5503.50146484375,0.3861178159713745,1.6916502714157104,3.9010000228881836,12.100000381469727,23.219999313354492,9.91971492767334,9.0,0.35678622126579285,0.47153788805007935,6158691198.0,8828866204.0,2461.322021484375,0.17396672070026398,,,,,,,,,,
536,1993,Bolivia,BOL,2184.0,3.0,2433.0,7.065,0.30000001192092896,897.0,1433.0,5728.095703125,0.40676695108413696,2.1612768173217773,4.264999866485596,8.5,22.18000030517578,12.60828971862793,9.0,0.4192330241203308,0.4597398638725281,6485384132.0,8764555740.0,2507.469482421875,0.16962280869483948,0.1538461595773697,0.2591575086116791,0.34478020668029785,0.43086081743240356,0.531593382358551,0.651098906993866,0.8237179517745972,1.0819597244262695,1.5260988473892212,4.1978020668029785
537,1994,Bolivia,BOL,,3.0,2486.0,7.237,0.28999999165534973,1181.0,1353.0,5981.2451171875,0.4236575961112976,2.176804304122925,4.620999813079834,7.900000095367432,18.43000030517578,9.759033203125,9.0,0.46028608083724976,0.46410995721817017,7464450287.0,8708057347.0,2570.8857421875,0.17127735912799835,,,,,,,,,,
538,1995,Bolivia,BOL,,3.0,2540.0,7.414,0.27000001072883606,1234.0,1574.0,6687.77490234375,0.4198705852031708,5.871908187866211,4.800000190734863,10.199999809265137,18.8700008392334,7.8675150871276855,9.0,0.4266802668571472,0.48568886518478394,8145080605.0,9484786676.0,2614.37939453125,0.1792222112417221,,,,,,,,,,
539,1996,Bolivia,BOL,,3.0,2590.0,7.588,0.33000001311302185,1313.0,1731.0,7374.5869140625,0.4127688705921173,6.428834915161133,5.074999809265137,12.399999618530273,19.15999984741211,6.01423978805542,9.0,0.45810365676879883,0.49856290221214294,8476476928.0,10237902848.0,2641.76513671875,0.18395766615867615,,,,,,,,,,
540,1997,Bolivia,BOL,,3.0,2643.0,7.767,0.3199999928474426,1414.0,2062.0,7902.06201171875,0.4398851692676544,9.245687484741211,5.254000186920166,4.699999809265137,14.729999542236328,9.579753875732422,9.0,0.4818216562271118,0.512593686580658,8297605231.0,11624023224.0,2672.17138671875,0.18913468718528748,,,,,,,,,,
541,1998,Bolivia,BOL,1565.0,3.0,2704.0,7.94989,0.3199999928474426,1355.0,2201.0,8418.7353515625,0.42239123582839966,11.276040077209473,5.510000228881836,7.699999809265137,12.819999694824219,4.7539472579956055,9.0,0.4868365228176117,0.5677029490470886,8911895634.0,13864581448.0,2694.5166015625,0.20951183140277863,0.13290734589099884,0.2613418400287628,0.39424920082092285,0.5309904217720032,0.6619808077812195,0.8172523975372314,1.0115015506744385,1.2709264755249023,1.7284345626831055,3.1929712295532227
542,1999,Bolivia,BOL,,3.0,2660.0,8.328700000000001,0.33000001311302185,1311.0,1989.0,8265.02734375,0.39927273988723755,12.226214408874512,5.811999797821045,2.200000047683716,12.260000228881836,9.84344482421875,9.0,0.4968530237674713,0.4644472002983093,7730254509.0,11526599183.0,2722.861328125,0.16731950640678406,,,,,,,,,,
543,2000,Bolivia,BOL,,3.0,2663.0,8.515799999999999,0.3400000035762787,1454.0,2078.0,8281.3359375,0.42650124430656433,8.755833625793457,6.184000015258789,4.599999904632568,10.979999542236328,6.099426746368408,9.0,0.46788060665130615,0.4684005081653595,8203345766.0,11678750234.0,2724.106689453125,0.16887937486171722,,,,,,,,,,
544,2001,,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,2002,,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1975,Brazil,BRA,,3.0,4234.0,108.167,,9552.0,14546.0,123709.0,0.19479584693908691,1.0524699687957764,,,,,2.0,,0.11757419258356094,12727919982.0,32570223350.0,5165.673828125,0.08065835386514664,,,,,,,,,,
547,1976,Brazil,BRA,,3.0,4539.0,110.773848,,10979.0,14950.0,152678.0,0.16982799768447876,1.0184834003448486,,,,,2.0,,0.10501649975776672,12687110759.0,32165438513.0,5566.82958984375,0.07236568629741669,,,,,,,,,,
548,1977,Brazil,BRA,,3.0,4636.0,113.451216,,13130.0,14816.0,176171.0,0.15862996876239777,1.04046630859375,,,,,2.0,,0.09436478465795517,12642156808.0,29729597179.0,5701.1767578125,0.06517687439918518,,,,,,,,,,
549,1978,Brazil,BRA,,3.0,4674.0,116.179512,,13823.0,16705.0,200801.0,0.15203110873699188,0.9989989995956421,,,,,2.0,,0.09804164618253708,14317463615.0,31091727308.0,5744.6826171875,0.06769224256277084,,,,,,,,,,
550,1979,Brazil,BRA,,3.0,4875.0,118.92724000000001,,16719.0,21760.0,224970.0,0.1710405796766281,1.0752544403076172,,,,,2.0,,0.09909598529338837,15648961699.0,33643666135.0,6011.00537109375,0.06860318034887314,,,,,,,,,,
551,1980,Brazil,BRA,,3.0,5199.0,121.672,0.30000001192092896,21869.0,27826.0,235025.0,0.21144558489322662,0.8131049871444702,,,,,2.0,,0.098337821662426,19187858591.0,33871345340.0,6379.794921875,0.06800707429647446,,,,,,,,,,
552,1981,Brazil,BRA,,3.0,4861.0,124.41304,0.30000001192092896,25541.0,27229.0,263561.0,0.2002193033695221,0.9561353921890259,,,,,2.0,,0.10189532488584518,23278758265.0,29685819831.0,5993.98876953125,0.07066337764263153,,,,,,,,,,
553,1982,Brazil,BRA,,3.0,4784.0,127.146064,0.3199999928474426,21982.0,24792.0,281682.0,0.16605250537395477,1.0330798625946045,,,,,2.0,,0.09299711138010025,21139188237.0,27895482360.0,5936.2138671875,0.06463705003261566,,,,,,,,,,
554,1983,Brazil,BRA,,3.0,4524.0,129.863392,0.3100000023841858,23622.0,19560.0,203305.0,0.21240009367465973,0.7914217710494995,,,,,2.0,,0.09140407294034958,24168870099.0,23032519974.0,5658.11083984375,0.06391272693872452,,,,,,,,,,
555,1984,Brazil,BRA,,3.0,4666.0,132.558152,0.30000001192092896,28949.0,17612.0,209024.0,0.2227543294429779,0.7625918388366699,,,,,2.0,,0.09528607130050659,29475051384.0,22355083097.0,5832.0361328125,0.06670315563678741,,,,,,,,,,
556,1985,Brazil,BRA,,3.0,4937.0,135.224,0.3700000047683716,27720.0,16958.0,222942.796875,0.2004011869430542,0.6463541388511658,2.2535999733008794e-09,226.0,295.4200134277344,21.29448699951172,7.0,0.13534387946128845,0.09235724806785583,31546176019.0,22355083097.0,6150.83984375,0.06447649747133255,,,,,,,,,,
557,1986,Brazil,BRA,,3.0,5230.0,137.855136,0.4099999964237213,24164.0,18433.0,268137.21875,0.15886269509792328,0.12866546213626862,4.963399913293642e-09,147.10000610351562,109.4800033569336,-15.224605560302734,7.0,0.19986891746520996,0.09116163104772568,28208415890.0,28766466185.0,6480.70263671875,0.06344962865114212,,,,,,,,,,
558,1987,Brazil,BRA,,3.0,5318.0,140.446432,0.38999998569488525,28162.0,19368.0,294084.125,0.16162042319774628,0.3975053131580353,1.4258000113898106e-08,228.3000030517578,401.0299987792969,52.613460540771484,7.0,0.1989004909992218,0.09496163576841354,33634392164.0,27919635691.0,6602.17041015625,0.06604649126529694,,,,,,,,,,
559,1988,Brazil,BRA,3386.0,3.0,5218.0,142.993424,0.4399999976158142,36052.0,19907.0,329913.4375,0.16961722075939178,0.8499199151992798,9.527200006687053e-08,629.0999755859375,859.4299926757812,31.59101104736328,7.0,0.4275963306427002,0.10124644637107849,38033419435.0,27605134869.0,6481.59326171875,0.07046150416135788,0.06083874776959419,0.14737153053283691,0.2188422977924347,0.3015357255935669,0.40224453806877136,0.527170717716217,0.7197282910346985,0.9964559674263,2.1261074542999268,4.507383346557617
560,1989,Brazil,BRA,,3.0,5297.0,145.49232,0.49000000953674316,37507.0,24180.0,448762.78125,0.1374601572751999,0.2520262598991394,1.0305000159860356e-06,1430.699951171875,5845.0,288.3843994140625,8.0,0.4541463553905487,0.10452491790056229,39967614676.0,30072909217.0,6585.111328125,0.07273390889167786,,,,,,,,,,
561,1990,Brazil,BRA,,3.0,4985.0,147.94,0.5299999713897705,35170.0,28184.0,464989.09375,0.13624835014343262,0.21269315481185913,2.4835999283823185e-05,2947.699951171875,9394.2998046875,211.5234375,8.0,0.25263088941574097,0.11038181930780411,38000467502.0,33100159795.0,6217.732421875,0.0769035741686821,,,,,,,,,,
562,1991,Brazil,BRA,,3.0,4969.0,150.337152,0.41999998688697815,34938.0,28251.0,407729.03125,0.1549779325723648,0.270522803068161,0.00014786000247113407,432.79998779296875,913.469970703125,90.21583557128906,8.0,0.3550361692905426,0.11735789477825165,40499941527.0,36433459332.0,6220.10888671875,0.08185426890850067,,,,,,,,,,
563,1992,Brazil,BRA,,3.0,4869.0,152.680032,0.4699999988079071,39881.0,27984.0,390566.53125,0.17376041412353516,0.5276950001716614,0.0016411000397056341,951.7000122070312,1560.199951171875,57.85869216918945,8.0,0.5699118971824646,0.11806878447532654,44704422851.0,32020329054.0,6071.94482421875,0.08234100043773651,,,,,,,,,,
564,1993,Brazil,BRA,3473.0,3.0,5032.0,154.964912,0.5699999928474426,43595.0,34856.0,438299.5,0.1789894849061966,0.2947756052017212,0.03216300159692764,1928.0,3293.5,67.33235168457031,8.0,0.7868325710296631,0.13461516797542572,49259862420.0,42767401987.0,6293.64990234375,0.09387961775064468,0.052404262125492096,0.1572127789258957,0.23754678666591644,0.3256550431251526,0.42700836062431335,0.5585948824882507,0.7327958345413208,1.0080622434616089,2.176504373550415,4.333141326904297
565,1994,Brazil,BRA,,3.0,5253.0,157.188096,0.5299999713897705,49010.0,43495.0,546486.1875,0.16927234828472137,0.5621368288993835,0.6392999887466431,2075.89990234375,5175.2001953125,142.4376220703125,8.0,0.4165228307247162,0.14134588837623596,53039666166.0,49347515536.0,6575.2060546875,0.09856149554252625,,,,,,,,,,
566,1995,Brazil,BRA,,3.0,5400.0,159.346,,52641.0,63293.0,704167.75,0.16463974118232727,0.6900344491004944,0.9176700115203857,66.0,52.25,-8.283132553100586,8.0,0.29712456464767456,0.15853877365589142,52274766958.0,67530309186.0,6765.04736328125,0.11057423055171967,,,,,,,,,,
567,1996,Brazil,BRA,,3.0,5477.0,161.513168,,52506.0,66018.0,774934.5625,0.15294711291790009,1.44528329372406,1.0051000118255615,15.800000190734863,26.450000762939453,9.196889877319336,8.0,0.2765485644340515,0.16297556459903717,55468552192.0,71486488576.0,6881.4384765625,0.11364582926034927,,,,,,,,,,
568,1997,Brazil,BRA,,3.0,5577.0,163.689184,0.4300000071525574,59178.0,75139.0,807215.1875,0.16639553010463715,2.434295177459717,1.0779999494552612,6.900000095367432,24.350000381469727,16.32366180419922,8.0,0.2930320203304291,0.17119944095611572,56478570542.0,81433257982.0,7014.33984375,0.11950482428073883,,,,,,,,,,
569,1998,Brazil,BRA,3986.999755859375,3.0,5512.0,165.87363200000001,0.4699999988079071,58767.0,74415.0,786956.375,0.16923682391643524,4.055243968963623,1.1605000495910645,3.200000047683716,28.0,24.031007766723633,8.0,0.30707478523254395,0.18539685010910034,56598543545.0,88664821246.0,6732.2412109375,0.12942250072956085,0.04389265179634094,0.14296463131904602,0.22648608684539795,0.31101077795028687,0.4178580343723297,0.5407574772834778,0.7266114950180054,1.0178078413009644,1.6022071838378906,4.969651222229004
570,1999,Brazil,BRA,,3.0,5485.0,170.41,,55200.0,63444.0,529398.1875,0.22411108016967773,5.3978271484375,1.8147000074386597,4.900000095367432,26.020000457763672,20.133459091186523,8.0,0.3134593069553375,0.17113275825977325,63390369285.0,75542430156.0,6889.10400390625,0.11774370074272156,,,,,,,,,,
571,2000,Brazil,BRA,,3.0,5657.0,172.56,,64469.0,72739.0,595458.0,0.23042431473731995,5.504838466644287,1.8301000595092773,7.0,17.200000762939453,9.532713890075684,8.0,0.28832361102104187,0.18217584490776062,70363306260.0,85967281232.0,7190.00537109375,0.1253618448972702,,,,,,,,,,
572,2001,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,2002,,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,1975,Barbados        ,BRB,,3.0,8321.0,0.24559999999999998,,206.0,253.0,402.0,1.1417909860610962,5.696517467498779,,,,,,,1.8230798244476318,1149802855.0,2636469544.0,8257.59765625,,,,,,,,,,,
575,1976,Barbados        ,BRB,,3.0,8287.0,0.2464,,197.0,279.0,436.0,1.0917431116104126,1.582568883895874,,,,,,,1.8534473180770874,1211399437.0,2727382288.0,8545.4853515625,,,,,,,,,,,
576,1977,Barbados        ,BRB,,3.0,8625.0,0.2471,,248.0,316.0,495.0,1.139393925666809,0.9898989796638489,,,,,,,1.8861737251281738,1406455280.0,2872842679.0,8974.3232421875,,,,,,,,,,,
577,1978,Barbados        ,BRB,,3.0,9124.0,0.2479,,314.0,368.0,553.0,1.2332730293273926,1.6274864673614502,,,,,,,2.0594966411590576,1632309413.0,3054668167.0,9037.513671875,,,,,,,,,,,
578,1979,Barbados        ,BRB,,3.0,9880.0,0.2465,,421.0,479.0,670.0,1.3432835340499878,0.8059701919555664,,,,,,,2.236095428466797,1909494031.0,3436501691.0,9518.7021484375,,,,,,,,,,,
579,1980,Barbados        ,BRB,,3.0,10239.0,0.2491,,574.0,613.0,860.0,1.380232572555542,0.3255814015865326,,,,,,,1.9310064315795898,1796566966.0,3181946010.0,10207.6748046875,,,,,,,,,,,
580,1981,Barbados        ,BRB,,3.0,9879.0,0.2499,,547.0,673.0,947.0,1.2882788181304932,0.8870115876197815,,,,,,,2.4123573303222656,1806833065.0,3800152664.0,9193.4228515625,,,,,,,,,,,
581,1982,Barbados        ,BRB,,3.0,9351.0,0.2508,,620.0,665.0,989.0,1.2992922067642212,0.4752274751663208,,,,,,,1.8440756797790527,1539914544.0,3000120526.0,9632.1806640625,,,,,,,,,,,
582,1983,Barbados        ,BRB,,3.0,9334.0,0.2517,,682.0,721.0,1050.0,1.3361904621124268,0.3523809611797333,,,,,,,1.8603944778442383,1591245030.0,2927390333.0,9502.517578125,,,,,,,,,,,
583,1984,Barbados        ,BRB,,3.0,9613.0,0.2526,,798.0,772.0,1145.0,1.3711789846420288,0.008733624592423439,,,,,,,1.8248343467712402,1683639903.0,2945572883.0,9844.8837890625,,,,,,,,,,,
584,1985,Barbados        ,BRB,,3.0,9647.0,0.253,,796.0,721.0,1198.0,1.2662770748138428,0.409015029668808,,,,,,,1.5895063877105713,1601511128.0,2654652104.0,10375.0205078125,,,,,,,,,,,
585,1986,Barbados        ,BRB,,3.0,10536.0,0.2535,,752.0,722.0,1316.0,1.1200608015060425,0.5927051901817322,,,,,,,1.339990496635437,1539914546.0,2563739363.0,11818.3583984375,,,,,,,,,,,
586,1987,Barbados        ,BRB,,3.0,10623.0,0.254,,686.0,675.0,1449.0,0.9392684698104858,0.4899930953979492,,,,,,,1.0441778898239136,1355124801.0,2291001133.0,13438.5107421875,,,,,,,,,,,
587,1988,Barbados        ,BRB,,3.0,11242.0,0.255,,778.0,711.0,1541.0,0.9662556648254395,0.7527579665184021,,,,,,,1.0374641418457031,1406455287.0,2363731329.0,13930.142578125,,,,,,,,,,,
588,1989,Barbados        ,BRB,,3.0,11742.0,0.25645999999999997,,889.0,839.0,1704.0,1.0140844583511353,0.4929577112197876,,,,,,,1.0444198846817017,1457785772.0,2454644075.0,14279.03515625,,,,,,,,,,,
589,1990,Barbados        ,BRB,,3.0,11111.0,0.258,,873.0,878.0,1710.0,1.0239765644073486,0.6549707651138306,,,,,,,1.0520282983779907,1612710335.0,2151135715.0,13482.533203125,,,,,,,,,,,
590,1991,Barbados        ,BRB,,3.0,10704.0,0.26,,824.0,841.0,1687.0,0.9869590997695923,0.4386484920978546,,,,,,,1.027451992034912,1784099334.0,1885155128.0,13312.462890625,,,,,,,,,,,
591,1992,Barbados        ,BRB,,3.0,10093.0,0.262,,809.0,677.0,1588.0,0.9357682466506958,0.9130982160568237,,,,,,,0.9905694723129272,1973702507.0,1652062133.0,13528.2734375,,,,,,,,,,,
592,1993,Barbados        ,BRB,,3.0,10135.0,0.2635,,877.0,787.0,1641.0,1.014015793800354,0.5728214383125305,,,,,,,1.0976313352584839,2083390661.0,1860404557.0,13205.908203125,,,,,,,,,,,
593,1994,Barbados        ,BRB,,3.0,10563.0,0.26430000000000003,,1004.0,864.0,1727.0,1.0816444158554077,0.7527504563331604,,,,,,,1.177503228187561,2349558091.0,2030348380.0,13630.7841796875,,,,,,,,,,,
594,1995,Barbados        ,BRB,,3.0,10620.0,0.2642,,1112.0,1054.0,1859.0,1.16514253616333,0.6347498893737793,,,,,,,1.2912756204605103,2526910775.0,2296082252.0,13692.4443359375,,,,,,,,,,,
595,1996,Barbados        ,BRB,,3.0,11872.0,0.26439999999999997,,1214.0,1130.0,1983.0,1.1820473670959473,0.6707009673118591,,,,,,,1.3141926527023315,2731000064.0,2510000128.0,14607.6484375,,,,,,,,,,,
596,1997,Barbados        ,BRB,,3.0,12207.0,0.26487,,1248.0,1297.0,2192.0,1.161040186882019,0.6751824617385864,,,,,,,1.3034203052520752,2703383095.0,2772499422.0,15368.68359375,,,,,,,,,,,
597,1998,Barbados        ,BRB,13756.0,3.0,12707.0,0.26563,,1294.0,1353.0,2365.0,1.1192388534545898,0.6680760979652405,,,,,,,1.270220160484314,2676815520.0,2750602943.0,15596.931640625,,0.24273043870925903,0.38688573241233826,0.4863332509994507,0.5823640823364258,0.6823204159736633,0.7987059950828552,0.9341378211975098,1.1315062046051025,1.5150480270385742,3.2402586936950684
598,1999,Barbados        ,BRB,,3.0,12814.0,0.267,,1305.0,1448.0,2476.0,1.111873984336853,0.7027463316917419,,,,,,,1.2299400568008423,2535963045.0,2752935085.0,15650.4091796875,,,,,,,,,,,
599,2000,Barbados        ,BRB,,3.0,13297.0,0.26819,,1377.0,1518.0,2600.0,1.1134614944458008,0.7461538314819336,,,,,,,1.227208137512207,2655348375.0,2897818778.0,16415.302734375,,,,,,,,,,,
600,2001,,BRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,2002,,BRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,1975,Botswana,BWA,,1.0,1883.0,0.759,,173.0,257.0,376.0,1.143617033958435,-10.186169624328613,,,,,10.0,,0.9519383907318115,1247212231.0,1648621136.0,2218.87744140625,,,,,,,,,,,
603,1976,Botswana,BWA,,1.0,2011.0,0.78615,,217.0,259.0,399.0,1.1929824352264404,2.832080364227295,,,,,10.0,,0.9512126445770264,1673089580.0,1812784681.0,2570.88330078125,,,,,,,,,,,
604,1977,Botswana,BWA,,1.0,2167.0,0.81439,,243.0,316.0,483.0,1.157349944114685,2.5258798599243164,,,,,10.0,,0.9202607870101929,1698439423.0,1746420695.0,2519.104736328125,,,,,,,,,,,
605,1978,Botswana,BWA,,1.0,2390.0,0.84376,,274.0,397.0,630.0,1.0650793313980103,6.476190567016602,,,,,10.0,,0.8947092294692993,2033057340.0,1983933910.0,2925.015869140625,,,,,,,,,,,
606,1979,Botswana,BWA,,1.0,2588.0,0.8743,,503.0,597.0,876.0,1.2557077407836914,14.600457191467285,,,,,10.0,,0.9633732438087463,2372745227.0,2448481816.0,3147.453125,,,,,,,,,,,
607,1980,Botswana,BWA,,1.0,2791.0,0.906,,645.0,818.0,1130.0,1.2946902513504028,9.876106262207031,,,,,10.0,,0.9583778977394104,2636383586.0,2766330383.0,3433.70849609375,,,,,,,,,,,
608,1981,Botswana,BWA,,1.0,2921.0,0.93884,,498.0,899.0,1132.0,1.2340989112854004,7.809187412261963,,,,,10.0,,1.0197319984436035,3259989707.0,2996857915.0,3612.509521484375,,,,,,,,,,,
609,1982,Botswana,BWA,,1.0,3155.0,0.97275,,563.0,761.0,1063.0,1.2455315589904785,1.9849482774734497,,,,,10.0,,0.9957214593887329,3052121001.0,3028293488.0,3473.509033203125,,,,,,,,,,,
610,1983,Botswana,BWA,,1.0,3460.0,1.00773,,753.0,825.0,1237.0,1.2756669521331787,1.9240096807479858,,,,,10.0,,1.0356148481369019,4120577081.0,3008608223.0,3777.9814453125,,,,,,,,,,,
611,1984,Botswana,BWA,,1.0,3648.0,1.04383,,785.0,774.0,1322.0,1.1792738437652588,4.704992294311523,,,,,10.0,,1.0547680854797363,4443098018.0,3323729144.0,3910.90673828125,,,,,,,,,,,
612,1985,Botswana,BWA,,1.0,3781.0,1.081,,804.0,624.0,1191.0,1.1989924907684326,4.500419616699219,,,,,10.0,,1.0462361574172974,4834458162.0,3577159137.0,4116.1484375,,,,,,,,,,,
613,1986,Botswana,BWA,,1.0,3953.0,1.11906,,953.0,763.0,1485.0,1.1555556058883667,4.740740776062012,,,,,10.0,,1.0217151641845703,5290383689.0,3648305337.0,4324.7275390625,,,,,,,,,,,
614,1987,Botswana,BWA,,1.0,4287.0,1.1578199999999998,,1712.0,1007.0,2098.0,1.2959961891174316,5.414680480957031,,,,,10.0,,1.141488790512085,6228793346.0,4139974736.0,4367.3173828125,,,,,,,,,,,
615,1988,Botswana,BWA,,1.0,4732.0,1.1970699999999999,,1579.0,1226.0,2703.0,1.0377358198165894,1.476137638092041,,,,,10.0,,1.2275652885437012,7174682575.0,5181595043.0,4692.04443359375,,,,,,,,,,,
616,1989,Botswana,BWA,,1.0,5000.0,1.2365599999999999,,1930.0,1413.0,3071.0,1.088570475578308,1.374145269393921,,,,,10.0,,1.1649274826049805,6925121112.0,6482069901.0,5183.38623046875,,,,,,,,,,,
617,1990,Botswana,BWA,,1.0,5195.0,1.276,,2005.0,1987.0,3766.0,1.0600106716156006,2.546468496322632,,,,,10.0,,1.1067652702331543,6907110537.0,6843536869.0,5420.984375,,,,,,,,,,,
618,1991,Botswana,BWA,,1.0,5419.0,1.31475,,2081.0,1986.0,3920.0,1.037500023841858,-0.20918366312980652,,,,,10.0,,1.0019327402114868,7149344469.0,6325826898.0,5698.29296875,,,,,,,,,,,
619,1992,Botswana,BWA,,1.0,5426.0,1.35266,,1933.0,1917.0,4147.0,0.9283819794654846,-0.03858210891485214,,,,,10.0,,0.8839678168296814,6667012759.0,5827957570.0,5814.39453125,,,,,,,,,,,
620,1993,Botswana,BWA,2043.9998779296875,1.0,5386.0,1.3895899999999999,,1913.0,1781.0,4177.0,0.8843667507171631,-6.868566036224365,,,,,10.0,,0.8327310681343079,6578330904.0,5306992256.0,5714.51318359375,,0.07289628684520721,0.15019570291042328,0.20890411734580994,0.2764188051223755,0.36154600977897644,0.46135032176971436,0.5968689322471619,0.8463796973228455,1.368884563446045,5.65606689453125
621,1994,Botswana,BWA,,1.0,5439.0,1.4254200000000001,,2060.0,1686.0,4404.0,0.8505903482437134,-0.3224341571331024,,,,,10.0,,0.8319693803787231,7017313933.0,5271186522.0,5764.404296875,,,,,,,,,,,
622,1995,Botswana,BWA,,1.0,5580.0,1.46,,2421.0,2050.0,4899.0,0.9126352071762085,1.4370280504226685,,,,,8.0,,0.8440024852752686,7584664111.0,5459670462.0,5889.1884765625,,,,,,,,,,,
623,1996,Botswana,BWA,,1.0,5742.0,1.496,,2381.0,1811.0,4910.0,0.8537678122520447,1.4501017332077026,,,,,8.0,,0.9060347080230713,8831399936.0,5957850112.0,6070.5087890625,,,,,,,,,,,
624,1997,Botswana,BWA,,1.0,5827.0,1.533,,3030.0,2365.0,5054.0,1.0674712657928467,1.98060941696167,,,,,8.0,,0.8292605876922607,8674161723.0,6013284392.0,6427.890625,,,,,,,,,,,
625,1998,Botswana,BWA,,1.0,5920.0,1.56172,,2316.0,2506.0,4932.0,0.9776966571807861,1.932279109954834,,,,,8.0,,0.7240458726882935,8131365560.0,6095975760.0,7002.75830078125,,,,,,,,,,,
626,1999,Botswana,BWA,,1.0,6168.0,1.602,,3044.0,2512.0,5053.0,1.099544882774353,0.7263011932373047,,,,,9.0,,0.6478151679039001,7624363814.0,6320265868.0,7550.197265625,,,,,,,,,,,
627,2000,Botswana,BWA,,1.0,6324.0,1.6152,,,,5285.0,,1.0823084115982056,,,,,9.0,,,7618611289.0,6829552367.0,,,,,,,,,,,,
628,2001,,BWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,2002,,BWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
