year,Comp,Part,democracy_index,SSno,code
1968,0.00,0.00,0.00,484,CON
1969,0.00,0.00,0.00,484,CON
1970,0.00,0.00,0.00,484,CON
1971,0.00,0.00,0.00,484,CON
1972,0.00,0.00,0.00,484,CON
1973,0.00,0.00,0.00,484,CON
1974,0.00,0.00,0.00,484,CON
1975,0.00,0.00,0.00,484,CON
1976,0.00,0.00,0.00,484,CON
1977,0.00,0.00,0.00,484,CON
1978,0.00,0.00,0.00,484,CON
1979,0.00,0.00,0.00,484,CON
1980,0.00,0.00,0.00,484,CON
1981,0.00,0.00,0.00,484,CON
1982,0.00,0.00,0.00,484,CON
1983,0.00,0.00,0.00,484,CON
1984,0.00,0.00,0.00,484,CON
1985,0.00,0.00,0.00,484,CON
1986,0.00,0.00,0.00,484,CON
1987,0.00,0.00,0.00,484,CON
1988,0.00,0.00,0.00,484,CON
1989,0.00,0.00,0.00,484,CON
1990,0.00,0.00,0.00,484,CON
1991,0.00,0.00,0.00,484,CON
1992,53.75,35.84,19.26,484,CON
1993,43.75,34.91,15.27,484,CON
1994,43.75,34.91,15.27,484,CON
1995,43.75,34.91,15.27,484,CON
1996,43.75,34.91,15.27,484,CON
1997,0.00,0.00,0.00,484,CON
1998,0.00,0.00,0.00,484,CON
1999,0.00,0.00,0.00,484,CON
2000,0.00,0.00,0.00,484,CON
1960,0.00,0.00,0.00,490,ZAI
1961,0.00,0.00,0.00,490,ZAI
1962,0.00,0.00,0.00,490,ZAI
1963,0.00,0.00,0.00,490,ZAI
1964,0.00,0.00,0.00,490,ZAI
1965,0.00,0.00,0.00,490,ZAI
1966,0.00,0.00,0.00,490,ZAI
1967,0.00,0.00,0.00,490,ZAI
1968,0.00,0.00,0.00,490,ZAI
1969,0.00,0.00,0.00,490,ZAI
1970,0.00,46.71,0.00,490,ZAI
1971,0.00,46.71,0.00,490,ZAI
1972,0.00,46.71,0.00,490,ZAI
1973,0.00,46.71,0.00,490,ZAI
1974,0.00,46.71,0.00,490,ZAI
1975,0.00,46.71,0.00,490,ZAI
1976,0.00,46.71,0.00,490,ZAI
1977,0.00,40.64,0.00,490,ZAI
1978,0.00,40.64,0.00,490,ZAI
1979,0.00,40.64,0.00,490,ZAI
1980,0.00,40.64,0.00,490,ZAI
1981,0.00,40.64,0.00,490,ZAI
1982,0.00,40.64,0.00,490,ZAI
1983,0.00,40.64,0.00,490,ZAI
1984,0.80,50.55,0.40,490,ZAI
1985,0.80,50.55,0.40,490,ZAI
1986,0.80,50.55,0.40,490,ZAI
1987,0.80,50.55,0.40,490,ZAI
1988,0.80,50.55,0.40,490,ZAI
1989,0.80,50.55,0.40,490,ZAI
1990,0.80,50.55,0.40,490,ZAI
1991,0.00,0.00,0.00,490,ZAI
1992,0.00,0.00,0.00,490,ZAI
1993,0.00,0.00,0.00,490,ZAI
1994,0.00,0.00,0.00,490,ZAI
1995,0.00,0.00,0.00,490,ZAI
1996,0.00,0.00,0.00,490,ZAI
1997,0.00,0.00,0.00,490,ZAI
1998,0.00,0.00,0.00,490,ZAI
1999,0.00,0.00,0.00,490,ZAI
2000,0.00,0.00,0.00,490,ZAI
1838,0.00,0.00,0.00,94,COS
1839,0.00,0.00,0.00,94,COS
1840,0.00,0.00,0.00,94,COS
1841,0.00,0.00,0.00,94,COS
1842,0.00,0.00,0.00,94,COS
1843,0.00,0.00,0.00,94,COS
1844,0.00,0.00,0.00,94,COS
1845,0.00,0.00,0.00,94,COS
1846,0.00,0.00,0.00,94,COS
1847,0.00,0.00,0.00,94,COS
1848,0.00,0.00,0.00,94,COS
1849,0.00,0.20,0.00,94,COS
1850,0.00,0.20,0.00,94,COS
1851,0.00,0.20,0.00,94,COS
1852,0.00,0.20,0.00,94,COS
1853,0.00,0.20,0.00,94,COS
1854,0.00,0.20,0.00,94,COS
1855,0.00,0.20,0.00,94,COS
1856,0.00,0.20,0.00,94,COS
1857,0.00,0.20,0.00,94,COS
1858,0.00,0.20,0.00,94,COS
1859,0.00,0.00,0.00,94,COS
1860,0.00,0.00,0.00,94,COS
1861,0.00,0.00,0.00,94,COS
1862,0.00,0.00,0.00,94,COS
1863,1.30,0.21,0.00,94,COS
1864,1.30,0.21,0.00,94,COS
1865,1.30,0.21,0.00,94,COS
1866,30.00,0.20,0.06,94,COS
1867,30.00,0.20,0.06,94,COS
1868,0.00,0.00,0.00,94,COS
1869,5.00,0.20,0.01,94,COS
1870,0.00,0.00,0.00,94,COS
1871,0.00,0.00,0.00,94,COS
1872,0.00,0.20,0.00,94,COS
1873,0.00,0.20,0.00,94,COS
1874,0.00,0.20,0.00,94,COS
1875,0.00,0.20,0.00,94,COS
1876,0.00,0.00,0.00,94,COS
1877,0.00,0.00,0.00,94,COS
1878,0.00,0.00,0.00,94,COS
1879,0.00,0.00,0.00,94,COS
1880,0.00,0.00,0.00,94,COS
1881,0.00,0.00,0.00,94,COS
1882,0.00,0.20,0.00,94,COS
1883,0.00,0.20,0.00,94,COS
1884,0.00,0.20,0.00,94,COS
1885,0.00,0.20,0.00,94,COS
1886,0.00,0.20,0.00,94,COS
1887,0.00,0.20,0.00,94,COS
1888,0.00,0.20,0.00,94,COS
1889,0.00,0.20,0.00,94,COS
1890,20.00,0.20,0.04,94,COS
1891,20.00,0.20,0.04,94,COS
1892,20.00,0.20,0.04,94,COS
1893,20.00,0.20,0.04,94,COS
1894,47.20,0.22,0.10,94,COS
1895,47.20,0.22,0.10,94,COS
1896,47.20,0.22,0.10,94,COS
1897,47.20,0.22,0.10,94,COS
1898,0.00,0.20,0.00,94,COS
1899,0.00,0.20,0.00,94,COS
1900,0.00,0.20,0.00,94,COS
1901,0.00,0.20,0.00,94,COS
1902,20.00,0.20,0.04,94,COS
1903,20.00,0.20,0.04,94,COS
1904,20.00,0.20,0.04,94,COS
1905,20.00,0.20,0.04,94,COS
1906,60.00,0.20,0.12,94,COS
1907,60.00,0.20,0.12,94,COS
1908,60.00,0.20,0.12,94,COS
1909,60.00,0.20,0.12,94,COS
1910,10.00,0.20,0.02,94,COS
1911,10.00,0.20,0.02,94,COS
1912,10.00,0.20,0.02,94,COS
1913,10.00,0.20,0.02,94,COS
1914,55.00,10.00,5.50,94,COS
1915,55.00,10.00,5.50,94,COS
1916,55.00,10.00,5.50,94,COS
1917,0.00,0.00,0.00,94,COS
1918,0.00,0.00,0.00,94,COS
1919,10.90,11.39,1.24,94,COS
1920,10.90,11.39,1.24,94,COS
1921,10.90,11.39,1.24,94,COS
1922,10.90,11.39,1.24,94,COS
1923,58.00,15.78,9.15,94,COS
1924,58.00,15.78,9.15,94,COS
1925,58.00,15.78,9.15,94,COS
1926,58.00,15.78,9.15,94,COS
1927,58.00,15.78,9.15,94,COS
1928,40.60,14.67,5.96,94,COS
1929,40.60,14.67,5.96,94,COS
1930,40.60,14.67,5.96,94,COS
1931,40.60,14.67,5.96,94,COS
1932,53.40,14.63,7.81,94,COS
1933,53.40,14.63,7.81,94,COS
1934,53.40,14.63,7.81,94,COS
1935,53.40,14.63,7.81,94,COS
1936,39.70,15.56,6.18,94,COS
1937,39.70,15.56,6.18,94,COS
1938,39.70,15.56,6.18,94,COS
1939,39.70,15.56,6.18,94,COS
1940,15.80,17.32,2.74,94,COS
1941,15.80,17.32,2.74,94,COS
1942,15.80,17.32,2.74,94,COS
1943,15.80,17.32,2.74,94,COS
1944,34.90,18.16,6.34,94,COS
1945,34.90,18.16,6.34,94,COS
1946,34.90,18.16,6.34,94,COS
1947,34.90,18.16,6.34,94,COS
1949,44.70,12.79,5.72,94,COS
1950,44.70,12.79,5.72,94,COS
1951,44.70,12.79,5.72,94,COS
1952,44.70,12.79,5.72,94,COS
1953,37.50,20.79,7.80,94,COS
1954,37.50,20.79,7.80,94,COS
1955,37.50,20.79,7.80,94,COS
1956,37.50,20.79,7.80,94,COS
1957,37.50,20.79,7.80,94,COS
1958,55.20,19.96,11.02,94,COS
1959,55.20,19.96,11.02,94,COS
1960,55.20,19.96,11.02,94,COS
1961,55.20,19.96,11.02,94,COS
1962,50.70,29.21,14.81,94,COS
1963,50.70,29.21,14.81,94,COS
1964,50.70,29.21,14.81,94,COS
1965,50.70,29.21,14.81,94,COS
1966,50.70,29.32,14.86,94,COS
1967,50.70,29.32,14.86,94,COS
1968,50.70,29.32,14.86,94,COS
1969,50.70,29.32,14.86,94,COS
1970,47.40,32.53,15.42,94,COS
1971,47.40,32.53,15.42,94,COS
1972,47.40,32.53,15.42,94,COS
1973,47.40,32.53,15.42,94,COS
1974,57.40,36.42,20.91,94,COS
1975,57.40,36.42,20.91,94,COS
1976,57.40,36.42,20.91,94,COS
1977,57.40,36.42,20.91,94,COS
1978,51.20,40.39,20.68,94,COS
1979,51.20,40.39,20.68,94,COS
1980,51.20,40.39,20.68,94,COS
1981,51.20,40.39,20.68,94,COS
1982,42.70,42.67,18.22,94,COS
1983,42.70,42.67,18.22,94,COS
1984,42.70,42.67,18.22,94,COS
1985,42.70,42.67,18.22,94,COS
1986,47.70,44.46,21.21,94,COS
1987,47.70,44.46,21.21,94,COS
1988,47.70,44.46,21.21,94,COS
1989,47.70,44.46,21.21,94,COS
1990,48.60,49.35,23.99,94,COS
1991,48.60,49.35,23.99,94,COS
1992,48.60,49.35,23.99,94,COS
1993,48.60,49.35,23.99,94,COS
1994,51.50,49.69,25.59,94,COS
1995,51.50,49.69,25.59,94,COS
1996,51.50,49.69,25.59,94,COS
1997,51.50,49.69,25.59,94,COS
1998,53.10,41.48,22.03,94,COS
1999,53.10,41.48,22.03,94,COS
2000,53.10,41.48,22.03,94,COS
1960,0.00,50.82,0.00,437,CDI
1961,0.00,50.82,0.00,437,CDI
1962,0.00,50.82,0.00,437,CDI
1963,0.00,50.82,0.00,437,CDI
1964,0.00,50.82,0.00,437,CDI
1965,0.00,48.64,0.00,437,CDI
1966,0.00,48.64,0.00,437,CDI
1967,0.00,48.64,0.00,437,CDI
1968,0.00,48.64,0.00,437,CDI
1969,0.00,48.64,0.00,437,CDI
1970,0.00,46.50,0.00,437,CDI
1971,0.00,46.50,0.00,437,CDI
1972,0.00,46.50,0.00,437,CDI
1973,0.00,46.50,0.00,437,CDI
1974,0.00,46.50,0.00,437,CDI
1975,0.00,35.20,0.00,437,CDI
1976,0.00,35.20,0.00,437,CDI
1977,0.00,35.20,0.00,437,CDI
1978,0.00,35.20,0.00,437,CDI
1979,0.00,35.20,0.00,437,CDI
1980,0.00,34.20,0.00,437,CDI
1981,0.00,34.20,0.00,437,CDI
1982,0.00,34.20,0.00,437,CDI
1983,0.00,34.20,0.00,437,CDI
1984,0.00,34.20,0.00,437,CDI
1985,0.00,36.53,0.00,437,CDI
1986,0.00,36.53,0.00,437,CDI
1987,0.00,36.53,0.00,437,CDI
1988,0.00,36.53,0.00,437,CDI
1989,0.00,36.53,0.00,437,CDI
1990,18.30,25.55,4.68,437,CDI
1991,18.30,25.55,4.68,437,CDI
1992,18.30,25.55,4.68,437,CDI
1993,18.30,25.55,4.68,437,CDI
1994,18.30,25.55,4.68,437,CDI
1995,4.80,12.10,0.58,437,CDI
1996,4.80,12.10,0.58,437,CDI
1997,4.80,12.10,0.58,437,CDI
1998,4.80,12.10,0.58,437,CDI
1999,0.00,0.00,0.00,437,CDI
2000,49.00,10.63,5.21,437,CDI
1991,21.20,27.00,5.72,344,CRO
1992,49.10,54.29,26.66,344,CRO
1993,49.10,54.29,26.66,344,CRO
1994,49.10,54.29,26.66,344,CRO
1995,41.55,54.36,22.59,344,CRO
1996,41.55,54.36,22.59,344,CRO
1997,39.75,51.10,20.31,344,CRO
1998,39.75,51.10,20.31,344,CRO
1999,39.75,51.10,20.31,344,CRO
2000,48.50,56.77,27.54,344,CRO
1902,0.00,8.59,0.00,40,CUB
1903,0.00,8.59,0.00,40,CUB
1904,0.00,8.59,0.00,40,CUB
1905,0.00,8.60,0.00,40,CUB
1909,39.30,15.66,6.16,40,CUB
1910,39.30,15.66,6.16,40,CUB
1911,39.30,15.66,6.16,40,CUB
1912,48.30,18.76,9.06,40,CUB
1913,48.30,18.76,9.06,40,CUB
1914,48.30,18.76,9.06,40,CUB
1915,48.30,18.76,9.06,40,CUB
1916,0.00,13.00,0.00,40,CUB
1917,0.00,13.00,0.00,40,CUB
1918,0.00,13.00,0.00,40,CUB
1919,0.00,13.00,0.00,40,CUB
1920,48.30,10.51,5.07,40,CUB
1921,48.30,10.51,5.07,40,CUB
1922,48.30,10.51,5.07,40,CUB
1923,48.30,10.51,5.07,40,CUB
1924,40.50,10.09,4.09,40,CUB
1925,40.50,10.09,4.09,40,CUB
1926,40.50,10.09,4.09,40,CUB
1927,40.50,10.09,4.09,40,CUB
1928,0.00,11.00,0.00,40,CUB
1929,0.00,11.00,0.00,40,CUB
1930,0.00,11.00,0.00,40,CUB
1931,0.00,11.00,0.00,40,CUB
1932,0.00,11.00,0.00,40,CUB
1933,0.00,0.00,0.00,40,CUB
1934,0.00,0.00,0.00,40,CUB
1935,0.00,0.00,0.00,40,CUB
1936,0.00,0.00,0.00,40,CUB
1937,0.00,0.00,0.00,40,CUB
1938,0.00,0.00,0.00,40,CUB
1939,0.00,0.00,0.00,40,CUB
1940,45.30,24.95,11.30,40,CUB
1941,45.30,24.95,11.30,40,CUB
1942,45.30,24.95,11.30,40,CUB
1943,45.30,24.95,11.30,40,CUB
1944,43.80,33.66,14.74,40,CUB
1945,43.80,33.66,14.74,40,CUB
1946,43.80,33.66,14.74,40,CUB
1947,43.80,33.66,14.74,40,CUB
1948,54.20,37.13,20.12,40,CUB
1949,54.20,37.13,20.12,40,CUB
1950,54.20,37.13,20.12,40,CUB
1951,54.20,37.13,20.12,40,CUB
1952,0.00,0.00,0.00,40,CUB
1953,0.00,0.00,0.00,40,CUB
1954,14.50,15.92,2.31,40,CUB
1955,14.50,15.92,2.31,40,CUB
1956,14.50,15.92,2.31,40,CUB
1957,14.50,15.92,2.31,40,CUB
1958,14.50,15.92,2.31,40,CUB
1959,0.00,0.00,0.00,40,CUB
1960,0.00,0.00,0.00,40,CUB
1961,0.00,0.00,0.00,40,CUB
1962,0.00,0.00,0.00,40,CUB
1963,0.00,0.00,0.00,40,CUB
1964,0.00,0.00,0.00,40,CUB
1965,0.00,0.00,0.00,40,CUB
1966,0.00,0.00,0.00,40,CUB
1967,0.00,0.00,0.00,40,CUB
1968,0.00,0.00,0.00,40,CUB
1969,0.00,0.00,0.00,40,CUB
1970,0.00,0.00,0.00,40,CUB
1971,0.00,0.00,0.00,40,CUB
1972,0.00,0.00,0.00,40,CUB
1973,0.00,0.00,0.00,40,CUB
1974,0.00,0.00,0.00,40,CUB
1975,0.00,0.00,0.00,40,CUB
1976,0.00,0.00,0.00,40,CUB
1977,0.00,0.00,0.00,40,CUB
1978,0.00,0.00,0.00,40,CUB
1979,0.00,0.00,0.00,40,CUB
1980,0.00,0.00,0.00,40,CUB
1981,0.00,0.00,0.00,40,CUB
1982,0.00,0.00,0.00,40,CUB
1983,0.00,0.00,0.00,40,CUB
1984,0.00,0.00,0.00,40,CUB
1985,0.00,0.00,0.00,40,CUB
1986,0.00,0.00,0.00,40,CUB
1987,0.00,0.00,0.00,40,CUB
1988,0.00,0.00,0.00,40,CUB
1989,0.00,0.00,0.00,40,CUB
1990,0.00,0.00,0.00,40,CUB
1991,0.00,0.00,0.00,40,CUB
1992,0.00,0.00,0.00,40,CUB
1993,0.00,66.95,0.00,40,CUB
1994,0.00,66.95,0.00,40,CUB
1995,0.00,66.95,0.00,40,CUB
1996,0.00,66.95,0.00,40,CUB
1997,0.00,66.95,0.00,40,CUB
1998,0.00,67.87,0.00,40,CUB
1999,0.00,67.87,0.00,40,CUB
2000,0.00,67.87,0.00,40,CUB
1960,40.00,37.94,15.18,352,CYP
1961,40.00,37.94,15.18,352,CYP
1962,40.00,37.94,15.18,352,CYP
1963,40.00,37.94,15.18,352,CYP
1964,40.00,37.94,15.18,352,CYP
1965,40.00,37.94,15.18,352,CYP
1966,40.00,37.94,15.18,352,CYP
1967,40.00,37.94,15.18,352,CYP
1968,40.00,37.94,15.18,352,CYP
1969,40.00,37.94,15.18,352,CYP
1970,60.20,32.62,19.64,352,CYP
1971,60.20,32.62,19.64,352,CYP
1972,60.20,32.62,19.64,352,CYP
1973,60.20,32.62,19.64,352,CYP
1974,60.20,32.62,19.64,352,CYP
1975,60.20,32.62,19.64,352,CYP
1976,40.00,37.58,15.03,352,CYP
1977,40.00,37.58,15.03,352,CYP
1978,40.00,37.58,15.03,352,CYP
1979,40.00,37.58,15.03,352,CYP
1980,40.00,37.58,15.03,352,CYP
1981,67.20,45.90,30.85,352,CYP
1982,67.20,45.90,30.85,352,CYP
1983,67.20,45.90,30.85,352,CYP
1984,67.20,45.90,30.85,352,CYP
1985,66.40,48.04,31.90,352,CYP
1986,66.40,48.04,31.90,352,CYP
1987,66.40,48.04,31.90,352,CYP
1988,66.40,48.04,31.90,352,CYP
1989,66.40,48.04,31.90,352,CYP
1990,66.40,48.04,31.90,352,CYP
1991,64.00,49.36,31.59,352,CYP
1992,64.00,49.36,31.59,352,CYP
1993,64.00,49.36,31.59,352,CYP
1994,64.00,49.36,31.59,352,CYP
1995,64.00,49.36,31.59,352,CYP
1996,65.50,48.62,31.85,352,CYP
1997,65.50,48.62,31.85,352,CYP
1998,65.50,48.62,31.85,352,CYP
1999,65.50,48.62,31.85,352,CYP
2000,65.50,48.62,31.85,352,CYP
1918,70.00,0.00,0.00,315,CZE
1919,70.00,0.00,0.00,315,CZE
1920,70.00,46.70,32.69,315,CZE
1921,70.00,46.70,32.69,315,CZE
1922,70.00,46.70,32.69,315,CZE
1923,70.00,46.70,32.69,315,CZE
1924,70.00,46.70,32.69,315,CZE
1925,70.00,49.97,34.98,315,CZE
1926,70.00,49.97,34.98,315,CZE
1927,70.00,49.97,34.98,315,CZE
1928,70.00,49.97,34.98,315,CZE
1929,70.00,53.19,37.23,315,CZE
1930,70.00,53.19,37.23,315,CZE
1931,70.00,53.19,37.23,315,CZE
1932,70.00,53.19,37.23,315,CZE
1933,70.00,53.19,37.23,315,CZE
1934,70.00,53.19,37.23,315,CZE
1935,70.00,57.29,40.10,315,CZE
1936,70.00,57.29,40.10,315,CZE
1937,70.00,57.29,40.10,315,CZE
1938,70.00,57.29,40.10,315,CZE
1945,0.00,0.00,0.00,315,CZE
1946,62.10,54.99,34.15,315,CZE
1947,62.10,54.99,34.15,315,CZE
1948,10.80,58.34,6.30,315,CZE
1949,10.80,58.34,6.30,315,CZE
1950,10.80,58.34,6.30,315,CZE
1951,10.80,58.34,6.30,315,CZE
1952,10.80,58.34,6.30,315,CZE
1953,10.80,58.34,6.30,315,CZE
1954,2.10,67.00,1.41,315,CZE
1955,2.10,67.00,1.41,315,CZE
1956,2.10,67.00,1.41,315,CZE
1957,2.10,67.00,1.41,315,CZE
1958,2.10,67.00,1.41,315,CZE
1959,2.10,67.00,1.41,315,CZE
1960,0.30,66.51,0.20,315,CZE
1961,0.30,66.51,0.20,315,CZE
1962,0.30,66.51,0.20,315,CZE
1963,0.30,66.51,0.20,315,CZE
1964,0.10,67.03,0.07,315,CZE
1965,0.10,67.03,0.07,315,CZE
1966,0.10,67.03,0.07,315,CZE
1967,0.10,67.03,0.07,315,CZE
1968,0.10,67.03,0.07,315,CZE
1969,0.10,67.03,0.07,315,CZE
1970,0.10,67.03,0.07,315,CZE
1971,0.40,70.86,0.28,315,CZE
1972,0.40,70.86,0.28,315,CZE
1973,0.40,70.86,0.28,315,CZE
1974,0.40,70.86,0.28,315,CZE
1975,0.40,70.86,0.28,315,CZE
1976,0.00,71.11,0.00,315,CZE
1977,0.00,71.11,0.00,315,CZE
1978,0.00,71.11,0.00,315,CZE
1979,0.00,71.11,0.00,315,CZE
1980,0.00,71.11,0.00,315,CZE
1981,0.00,70.04,0.00,315,CZE
1982,0.00,70.04,0.00,315,CZE
1983,0.00,70.04,0.00,315,CZE
1984,0.00,70.04,0.00,315,CZE
1985,0.00,70.04,0.00,315,CZE
1986,0.10,70.07,0.07,315,CZE
1987,0.10,70.07,0.07,315,CZE
1988,0.10,70.07,0.07,315,CZE
1989,0.10,70.07,0.07,315,CZE
1990,53.40,67.93,36.27,315,CZE
1991,53.40,67.93,36.27,315,CZE
1992,66.10,61.43,40.61,315,CZE
1993,70.00,61.00,42.70,315,CZR
1994,70.00,61.00,42.70,315,CZR
1995,70.00,61.00,42.70,315,CZR
1996,70.00,58.65,41.06,316,CZR
1997,70.00,58.65,41.06,316,CZR
1998,67.70,57.99,39.26,316,CZR
1999,67.70,57.99,39.26,316,CZR
2000,67.70,57.99,39.26,316,CZR
1810,0.00,0.00,0.00,390,DEN
1811,0.00,0.00,0.00,390,DEN
1812,0.00,0.00,0.00,390,DEN
1813,0.00,0.00,0.00,390,DEN
1814,0.00,0.00,0.00,390,DEN
1815,0.00,0.00,0.00,390,DEN
1816,0.00,0.00,0.00,390,DEN
1817,0.00,0.00,0.00,390,DEN
1818,0.00,0.00,0.00,390,DEN
1819,0.00,0.00,0.00,390,DEN
1820,0.00,0.00,0.00,390,DEN
1821,0.00,0.00,0.00,390,DEN
1822,0.00,0.00,0.00,390,DEN
1823,0.00,0.00,0.00,390,DEN
1824,0.00,0.00,0.00,390,DEN
1825,0.00,0.00,0.00,390,DEN
1826,0.00,0.00,0.00,390,DEN
1827,0.00,0.00,0.00,390,DEN
1828,0.00,0.00,0.00,390,DEN
1829,0.00,0.00,0.00,390,DEN
1830,0.00,0.00,0.00,390,DEN
1831,0.00,0.00,0.00,390,DEN
1832,0.00,0.00,0.00,390,DEN
1833,0.00,0.00,0.00,390,DEN
1834,0.00,0.00,0.00,390,DEN
1835,0.00,0.00,0.00,390,DEN
1836,0.00,0.00,0.00,390,DEN
1837,0.00,0.00,0.00,390,DEN
1838,0.00,0.00,0.00,390,DEN
1839,0.00,0.00,0.00,390,DEN
1840,0.00,0.00,0.00,390,DEN
1841,0.00,0.00,0.00,390,DEN
1842,0.00,0.00,0.00,390,DEN
1843,0.00,0.00,0.00,390,DEN
1844,0.00,0.00,0.00,390,DEN
1845,0.00,0.00,0.00,390,DEN
1846,0.00,0.00,0.00,390,DEN
1847,0.00,0.00,0.00,390,DEN
1848,0.00,0.00,0.00,390,DEN
1849,23.00,2.36,0.54,390,DEN
1850,23.00,2.36,0.54,390,DEN
1851,23.00,2.36,0.54,390,DEN
1852,24.75,1.95,0.48,390,DEN
1853,24.75,1.95,0.48,390,DEN
1854,25.25,1.49,0.38,390,DEN
1855,26.75,1.16,0.31,390,DEN
1856,26.75,1.16,0.31,390,DEN
1857,26.75,1.16,0.31,390,DEN
1858,28.20,1.75,0.49,390,DEN
1859,28.20,1.75,0.49,390,DEN
1860,28.20,1.75,0.49,390,DEN
1861,25.75,2.40,0.62,390,DEN
1862,25.75,2.40,0.62,390,DEN
1863,25.75,2.40,0.62,390,DEN
1864,25.25,1.93,0.49,390,DEN
1865,26.95,2.67,0.72,390,DEN
1866,24.00,2.39,0.57,390,DEN
1867,24.00,2.39,0.57,390,DEN
1868,24.00,2.39,0.57,390,DEN
1869,25.00,2.27,0.57,390,DEN
1870,25.00,2.27,0.57,390,DEN
1871,25.00,2.27,0.57,390,DEN
1872,22.05,3.09,0.68,390,DEN
1873,24.00,3.97,0.95,390,DEN
1874,24.00,3.97,0.95,390,DEN
1875,24.00,3.97,0.95,390,DEN
1876,13.75,3.77,0.52,390,DEN
1877,13.75,3.77,0.52,390,DEN
1878,13.75,3.77,0.52,390,DEN
1879,18.15,3.72,0.68,390,DEN
1880,18.15,3.72,0.68,390,DEN
1881,13.25,4.45,0.59,390,DEN
1882,13.25,4.45,0.59,390,DEN
1883,13.25,4.45,0.59,390,DEN
1884,21.85,3.47,0.76,390,DEN
1885,21.85,3.47,0.76,390,DEN
1886,21.85,3.47,0.76,390,DEN
1887,20.95,5.37,1.12,390,DEN
1888,20.95,5.37,1.12,390,DEN
1889,20.95,5.37,1.12,390,DEN
1890,23.50,5.31,1.25,390,DEN
1891,23.50,5.31,1.25,390,DEN
1892,23.50,5.31,1.25,390,DEN
1893,32.60,4.98,1.62,390,DEN
1894,32.60,4.98,1.62,390,DEN
1895,29.75,4.84,1.44,390,DEN
1896,29.75,4.84,1.44,390,DEN
1897,29.75,4.84,1.44,390,DEN
1898,28.10,4.72,1.33,390,DEN
1899,28.10,4.72,1.33,390,DEN
1900,28.10,4.72,1.33,390,DEN
1901,60.60,8.11,4.91,390,DEN
1902,60.60,8.11,4.91,390,DEN
1903,53.90,8.61,4.64,390,DEN
1904,53.90,8.61,4.64,390,DEN
1905,53.90,8.61,4.64,390,DEN
1906,68.90,11.57,7.97,390,DEN
1907,68.90,11.57,7.97,390,DEN
1908,68.90,11.57,7.97,390,DEN
1909,70.00,11.79,8.26,390,DEN
1910,65.90,12.65,8.34,390,DEN
1911,65.90,12.65,8.34,390,DEN
1912,65.90,12.65,8.34,390,DEN
1913,70.00,12.90,9.03,390,DEN
1914,70.00,12.90,9.03,390,DEN
1915,70.00,12.90,9.03,390,DEN
1916,70.00,12.90,9.03,390,DEN
1917,70.00,12.90,9.03,390,DEN
1918,70.00,29.24,20.47,390,DEN
1919,70.00,29.24,20.47,390,DEN
1920,66.00,37.36,24.66,390,DEN
1921,66.00,37.36,24.66,390,DEN
1922,66.00,37.36,24.66,390,DEN
1923,66.00,37.36,24.66,390,DEN
1924,63.40,37.86,24.00,390,DEN
1925,63.40,37.86,24.00,390,DEN
1926,62.80,38.75,24.33,390,DEN
1927,62.80,38.75,24.33,390,DEN
1928,62.80,38.75,24.33,390,DEN
1929,58.20,40.37,23.50,390,DEN
1930,58.20,40.37,23.50,390,DEN
1931,58.20,40.37,23.50,390,DEN
1932,57.30,42.94,24.60,390,DEN
1933,57.30,42.94,24.60,390,DEN
1934,57.30,42.94,24.60,390,DEN
1935,53.90,44.56,24.02,390,DEN
1936,53.90,44.56,24.02,390,DEN
1937,53.90,44.56,24.02,390,DEN
1938,53.90,44.56,24.02,390,DEN
1939,57.10,44.68,25.51,390,DEN
1940,57.10,44.68,25.51,390,DEN
1941,57.10,44.68,25.51,390,DEN
1942,57.10,44.68,25.51,390,DEN
1943,55.50,50.61,28.09,390,DEN
1944,55.50,50.61,28.09,390,DEN
1945,67.20,50.51,33.94,390,DEN
1946,67.20,50.51,33.94,390,DEN
1947,60.00,50.27,30.16,390,DEN
1948,60.00,50.27,30.16,390,DEN
1949,60.00,50.27,30.16,390,DEN
1950,60.40,48.11,29.06,390,DEN
1951,60.40,48.11,29.06,390,DEN
1952,60.40,48.11,29.06,390,DEN
1953,58.70,49.57,29.10,390,DEN
1954,58.70,49.57,29.10,390,DEN
1955,58.70,49.57,29.10,390,DEN
1956,58.70,49.57,29.10,390,DEN
1957,60.60,51.45,31.18,390,DEN
1958,60.60,51.45,31.18,390,DEN
1959,60.60,51.45,31.18,390,DEN
1960,57.90,53.10,30.74,390,DEN
1961,57.90,53.10,30.74,390,DEN
1962,57.90,53.10,30.74,390,DEN
1963,57.90,53.10,30.74,390,DEN
1964,58.10,55.75,32.39,390,DEN
1965,58.10,55.75,32.39,390,DEN
1966,61.70,58.21,35.91,390,DEN
1967,61.70,58.21,35.91,390,DEN
1968,65.90,58.74,38.71,390,DEN
1969,65.90,58.74,38.71,390,DEN
1970,65.90,58.74,38.71,390,DEN
1971,62.70,58.14,36.46,390,DEN
1972,62.70,58.14,36.46,390,DEN
1973,70.00,61.16,42.81,390,DEN
1974,70.00,61.16,42.81,390,DEN
1975,70.00,60.40,42.28,390,DEN
1976,70.00,60.40,42.28,390,DEN
1977,63.00,61.03,38.45,390,DEN
1978,63.00,61.03,38.45,390,DEN
1979,61.70,61.93,38.21,390,DEN
1980,61.70,61.93,38.21,390,DEN
1981,67.10,60.98,40.92,390,DEN
